name_genres,title,release_date,release_year,popularity,vote_count,vote_average,names_actors,name_director,budget,revenue,return
"['Drama', 'Romance']",Guinevere,1999-09-04,1999,4.004968,9.0,5.9,"['Sarah Polley', 'Stephen Rea', 'Jean Smart', 'Gina Gershon', 'Paul Dooley', 'Francis Guinan', 'Jasmine Guy', 'Tracy Letts', 'Sandra Oh', 'Carrie Preston', 'Emily Procter']",Audrey Wells,2600000.0,614202.0,0.23623153846153847
['Documentary'],One Lucky Elephant,2011-06-08,2011,0.044894,1.0,8.0,[],Lisa Leeman,0.0,0.0,0.0
['Comedy'],Hera Pheri,2000-03-31,2000,2.467498,39.0,6.4,"['Akshay Kumar', 'Sunil Shetty', 'Paresh Rawal', 'Tabu', 'Gulshan Grover', 'Om Puri', 'Dinesh Hingoo', 'Namrata Shirodkar']",Priyadarshan,0.0,0.0,0.0
"['Thriller', 'Romance', 'Science Fiction']",The Bad Batch,2017-06-23,2017,78.8072,160.0,5.3,"['Suki Waterhouse', 'Jason Momoa', 'Jayda Fink', 'Keanu Reeves', 'Jim Carrey', 'Yolonda Ross', 'Giovanni Ribisi', 'Aye Hasegawa', 'Louie Lopez Jr.', 'E.R. Ruiz', 'Cory Roberts', 'Diego Luna', 'Joni Podesta', 'Almayvonne', 'Danielle Orner', 'Mandy Pursley', 'Alina Aliluykina', 'Ashleigh Biller', 'Irene Guindal', 'Nina Mansker', ""Emily Roya O'Brien"", 'DaLaura Patton', 'Lana Walling', 'Ndea Williams']",Ana Lily Amirpour,6000000.0,0.0,0.0
"['Action', 'Animation']",Street Fighter IV: The Ties That Bind,2009-02-17,2009,0.745348,5.0,5.8,"['Hiroki Takahashi', 'Yuuji Kishi', 'Fumiko Orikasa', 'Hiroki Yasumoto', 'Misato Fukuen', 'Mie Sonozaki', 'Toru Okawa', 'Taketora', 'Miyuki Sawashiro']",Jirô Kanai,0.0,0.0,0.0
"['Adventure', 'Documentary']",The Summit,2012-10-12,2012,6.312295,31.0,6.9,"['Christine Barnes', 'Hoselito Bite', 'Marco Confortola']",Nick Ryan,0.0,0.0,0.0
"['Comedy', 'Drama']",All Is Bright,2013-09-10,2013,2.828815,36.0,5.3,"['Paul Rudd', 'Paul Giamatti', 'Sally Hawkins', 'Peter Hermann', 'Michael Drayer', 'Halley Feiffer', 'Amy Landecker', 'Curtiss Cook', 'Morgan Spector', 'Nikki M. James', 'Emory Cohen', 'Barbara Vincent']",Phil Morrison,0.0,0.0,0.0
"['Drama', 'Thriller']",Red White & Blue,2010-10-08,2010,3.039909,46.0,5.8,"['Amanda Fuller', 'Marc Senter', 'Nick Ashy Holden', 'Jon Michael Davis', 'Ernest James', 'Jenny Gravenstein', 'Mark Hanson', 'Chance Hartman', 'Eryn Brooke', 'Noah Taylor', 'Mary Mathews', 'Saxon Sharbino']",Simon Rumley,0.0,0.0,0.0
"['Science Fiction', 'Comedy', 'Crime']",B/W,2015-03-19,2015,1.078148,6.0,5.2,"['Aleksey Chadov', 'Merab Ninidze', 'Sergei Makovetsky', 'Yekaterina Rednikova', 'Kakhi Kavsadze', 'Kakhi Kavsadze', 'Andrey Rudensky', 'Aleksandr Golovin', 'Igor Jijikine']",Evgeniy Shelyakin,0.0,358590.0,0.0
['Documentary'],Cane Toads: The Conquest,2010-01-26,2010,0.295907,8.0,6.8,['Neil Young'],Mark Lewis,0.0,0.0,0.0
"['Western', 'Drama']",Frontera,2014-07-31,2014,4.489185,54.0,6.2,"['Ed Harris', 'Eva Longoria', 'Michael Peña', 'Amy Madigan', 'Kristen Rakes', 'Seth Adkins', 'Lora Martinez-Cunningham', 'Mia Stallard', 'Julio Cedillo', 'Matthew Page', 'Dylan Kenin', 'Aden Young', 'Michael Ray Escamilla', 'Daniel Zacapa', 'Tenaya Torres', 'Evan Adrian', 'Tony Ford', 'Michelle Rios', 'Lorél Medina', 'Marilyn Rising']",Michael Berry,0.0,0.0,0.0
"['Drama', 'Fantasy']",A Monster Calls,2016-10-07,2016,24.483893,1023.0,6.8,"['Lewis MacDougall', 'Sigourney Weaver', 'Felicity Jones', 'Toby Kebbell', 'Liam Neeson', 'Geraldine Chaplin', 'Jennifer Lim', 'James Melville', 'Lily-Rose Aslandogdu', 'Dominic Boyle', 'Max Gabbay', 'Oliver Steer', 'Ben Moor', 'Frida Palsson']",Juan Antonio Bayona,43000000.0,46652768.0,1.0849480930232558
['Horror'],Abbey Grace,2016-04-01,2016,0.368931,5.0,5.0,"['Jacob Hobbs', 'Amber Gallaway', 'Semi Anthony']",Stephen Durham,0.0,0.0,0.0
"['Action', 'Adventure', 'Science Fiction']",Iron Man 3,2013-04-18,2013,23.721243,8951.0,6.8,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Guy Pearce', 'Rebecca Hall', 'Jon Favreau', 'Ben Kingsley', 'James Badge Dale', 'Stephanie Szostak', 'Paul Bettany', 'William Sadler', 'Dale Dickey', 'Ty Simpkins', 'Miguel Ferrer', 'Wang Xue-qi', 'Shaun Toub', 'Matthew Sterling Nye', 'Pat Kiernan', 'Josh Elliott', 'Megan Henderson', 'Thomas Roberts', 'Bill Maher', 'Joan Rivers', 'George Kotsiopoulos', ""Bronte D'Esposito"", 'Noah Visconti', 'Ashley Hamilton', 'Brooke Jayne Taylor', 'Kim Dean', 'Glenn Foster', 'Anthony Reynolds', 'Kendrick Cross', 'Tom Clark', 'Brian Schaeffer', 'John Eddins', 'Spencer Garrett', 'Rockey Dickey Jr.', 'Drew Michael Hershner', 'Sarah Burkhardt', 'Jan Broberg', 'Andrew Lauer', 'Nate Bynum', 'Andrew Lander', 'Tom Virtue', 'Roy McCrerey', 'Serdar Kalsin', 'Demetrois Hodges', 'Bobby Tisdale', 'Yvonne Zima', 'Stan Lee', 'Adam Pally', 'James Rackley', 'Cullen Moss', 'Jake Dewitt', 'Rebecca Mader', 'Kevin Arnold', 'Juan C. Bofill', 'David Buglione', 'Adam Lytle', ""Paul Andrew O'Connor"", 'Phil Ortiz', 'Gwendalyn Barker', 'Steve Wilder', 'Luciana Faulhaber', 'Karina Florez', 'Mike Massa', 'Mark Kubr', 'Si-Fu Eric Oram', 'Naomi Parshin', 'Aurelia Riley', 'Johanna Yunda', 'Wesley Thompson', 'Jenna Ortega', 'T. C. Anyachonkeya', 'Chad Kurtz', 'Cal Johnson', 'Corey Hawkins', 'Linden Ashby', 'Sarah Farooqui', 'Sala Baker', 'Kial Butler', 'Nick Brandon', 'Dan Brown', 'Fernando Chien', 'Ilram Choi', 'Brycen Counts', 'Kiante Elam', 'Dane Farwell', 'Mark Fichera', 'Colin Follenweider', 'Aja Frary', 'Mark Ginther', 'Adrian Gonzalez', 'Dennis Keiffer', 'Samuel Le', 'Tara Macken', 'William Morts', 'Jade Quon', 'J. C. Robaina', 'Markos Rounthwaite', 'Philip J Silvera', 'Brian Simpson', 'Mark Aaron Wagner', 'Chris Gethard', 'Nick W. Nicholson', 'Mark Ruffalo', 'Bridger Zadina']",Shane Black,200000000.0,1215439994.0,6.07719997
"['Action', 'Adventure', 'Family', 'Fantasy']",Jason and the Argonauts,2001-01-07,2001,1.765811,16.0,5.4,"['Jason London', 'Derek Jacobi', 'Olivia Williams', 'Dennis Hopper', 'Frank Langella', 'Natasha Henstridge', 'Angus Macfadyen', 'Omid Djalili', 'Jolene Blalock', 'Brian Thompson', 'Adrian Lester', 'Ciarán Hinds', 'David Calder', 'Mark Lewis Jones', 'James Callis', 'Olga Sosnovska', ""Kieran O'Brien"", 'Andrew Scarborough']",Nick Willing,30000000.0,0.0,0.0
['Drama'],Me Too,2009-10-16,2009,1.090502,7.0,6.1,"['Lola Dueñas', 'Pablo Pineda', 'Isabel García Lorca', 'Antonio Naharro', 'Pedro Álvarez-Ossorio', 'María Bravo', 'Consuelo Trujillo', 'Joaquín Perles', 'Teresa Arbolí', 'Ana De los Riscos', 'Ana Peregrina', 'Lourdes Naharro', 'Daniel Parejo', 'Catalina Lladó', 'Susana Monje']",Antonio Naharro,0.0,0.0,0.0
"['Action', 'Drama', 'Thriller']",Rabid Dogs,2015-09-30,2015,2.645913,32.0,5.6,"['Lambert Wilson', 'Guillaume Gouix', 'Franck Gastambide', 'François Arnaud', 'Virginie Ledoyen', 'Pierre Lebeau', 'Gabrielle Lazure', 'Gisèle Trépanier', 'Nicolas Paquin', 'Hedi Rian', 'Nathaly Thibault', 'Christopher Tyson', 'Laurent Lucas']",Éric Hannezo,0.0,0.0,0.0
"['Music', 'Documentary']",David Bowie: The Last Five Years,2017-01-07,2017,1.559615,11.0,7.8,"['Tony Visconti', 'Gail Ann Dorsey', 'Tony Basil', 'Michael C. Hall', 'Donny McCaslin', 'Geoff MacCormack', 'Maria Schneider']",Francis Whately,0.0,0.0,0.0
"['Drama', 'Music', 'Romance']",Perhaps Love,2005-12-01,2005,2.180285,19.0,7.0,"['Jacky Cheung', 'Zhou Xun', 'Takeshi Kaneshiro', 'Hong Jin-hee', 'Eric Tsang', 'Chang Han', 'Sandra Ng Kwun-Yu']",Peter Chan,0.0,0.0,0.0
"['Mystery', 'Drama', 'Comedy', 'Thriller']",Cold Weather,2010-03-13,2010,1.636778,14.0,6.4,"['Cris Lankenau', 'Trieste Kelly Dunn', 'Raúl Castillo', 'Robyn Rikoon', 'Jeb Pearson', 'Brendan McFadden', 'Ben Stambler']",Aaron Katz,0.0,0.0,0.0
"['Drama', 'Thriller']",The Perfect Neighbor,2005-09-13,2005,0.308064,3.0,3.2,"['Barbara Niven', 'Perry King', 'Susan Blakely', 'Anna Silk']",Douglas Jackson,0.0,0.0,0.0
"['Drama', 'Thriller', 'War']",Snow & Ashes,2010-05-16,2010,0.362249,2.0,3.5,"['Rhys Coiro', 'David-Alexandre Coiteux', 'Lina Roessler']",Charles-Olivier Michaud,600000.0,0.0,0.0
['Documentary'],My Perestroika,2010-01-24,2010,0.347137,3.0,7.7,[],Robin Hessman,0.0,0.0,0.0
"['Action', 'Family', 'Adventure', 'Romance', 'TV Movie']",Princess of Thieves,2001-03-11,2001,2.638317,43.0,5.9,"['Keira Knightley', 'David Barrass', 'Malcolm McDowell', 'Hannah Cresswell', 'Stuart Wilson', 'Crispin Letts', 'Roger Ashton-Griffiths', 'Jonathan Hyde']",Peter Hewitt,0.0,0.0,0.0
[],Without Memory,1996-12-28,1996,0.081467,2.0,6.0,[],Hirokazu Koreeda,0.0,0.0,0.0
"['Romance', 'Drama', 'Crime']",Higher Learning,1995-01-11,1995,7.817811,49.0,6.4,"['Omar Epps', 'Kristy Swanson', 'Michael Rapaport', 'Jennifer Connelly', 'Ice Cube', 'Jason Wiles', 'Tyra Banks', 'Cole Hauser', 'Laurence Fishburne', 'Regina King', 'Busta Rhymes', 'Bridgette Wilson', 'Vitamin C', 'Kari Wuhrer']",John Singleton,0.0,38290723.0,0.0
['Documentary'],Orange Sunshine,2016-03-14,2016,0.435053,3.0,7.3,"['Michael Delgado', 'Taylor Bottles', 'Gunner Greyson']",William A. Kirkley,0.0,0.0,0.0
"['TV Movie', 'Drama', 'History', 'War']",The Man Who Captured Eichmann,1996-11-08,1996,1.171478,4.0,4.3,"['Robert Duvall', 'Arliss Howard', 'Jeffrey Tambor', 'Jack Laufer', 'Nicolas Surovy', 'Joel Brooks', 'Michael Laskin', 'Sam Robards', 'Michael Tucci', 'Rusty Schwimmer', 'Rita Zohar', 'Jean Pierre Reguerraz', 'Celina Font', 'Erika Wallner', 'Kevin Schiele', 'Gregory Dayton', 'Marcos Woinsky']",William A. Graham,0.0,0.0,0.0
['Drama'],American History X,1998-10-30,1998,18.157166,3120.0,8.2,"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo"", 'Avery Brooks', 'Jennifer Lien', 'Ethan Suplee', 'Stacy Keach', 'Fairuza Balk', 'Elliott Gould', 'Guy Torry', 'William Russ', 'Joe Cortese', 'Jason Bose Smith', 'Antonio David Lyons', 'Alex Sol', 'Giuseppe Andrews', 'Keram Malicki-Sánchez', 'Michelle Christine White', 'Jonathan Fowler Jr.', 'Christopher Masterson', 'Jordan Marder', 'Nicholas R. Oleson', 'Paul Le Mat', 'Thomas L. Bellissimo', 'Cherish Lee', 'Sam Vlahos', 'Tara Blanchard', 'Anne Lambton', 'Steve Wolford', 'Richard Noyce', 'Danso Gordon', 'David Basulto', 'Alexis Rose Coen', 'Kiante Elam', 'Paul Hopkins', 'Keith Odett', 'Jim Norton', 'Paul E. Short', 'Nigel Miguel', 'Darrell Britt', ""Robert 'Duckie' Carpenter"", ""Sydney 'Big Dawg' Colston"", 'Hans Cozzens', 'John Embry', 'Maximillian Kesmodel', 'Barbie Marie', 'Allie Moss', 'Louis E. Rosas', 'Sam Sarpong', 'Jeremy Sweet', 'Selwyn Ward', 'Denney Pierce', 'Glendon Rich']",Tony Kaye,20000000.0,23875127.0,1.19375635
['Drama'],Men of Honor,2000-09-13,2000,7.177649,556.0,7.0,"['Robert De Niro', 'Cuba Gooding Jr.', 'Charlize Theron', 'Aunjanue Ellis', 'Hal Holbrook', 'Michael Rapaport', 'Powers Boothe', 'David Keith', 'Glynn Turman', 'Tyler Posey', 'Henry Harris', 'Theo Nicholas Pagones']","George Tillman, Jr.",32000000.0,48814909.0,1.52546590625
"['Thriller', 'Horror']",Inner Demons,2014-06-13,2014,2.405315,26.0,4.6,"['Morgan McClellan', 'Lara Vosburgh', 'Colleen McGrann', 'Christopher Parker', 'Brian Flaherty', 'Leslie Coutterand', 'Ashley Sutton', 'Susan Ateh', 'Adrian Gaeta', 'Sewell Whitney']",Seth Grossman,0.0,0.0,0.0
"['Action', 'Comedy', 'Western', 'Crime']",Bandidas,2006-01-18,2006,19.294832,319.0,5.8,"['Penélope Cruz', 'Salma Hayek', 'Dwight Yoakam', 'Steve Zahn', 'Denis Arndt', 'Audra Blaser', 'Sam Shepard', ""Ismael 'East' Carlo"", 'Gary Carlos Cervantes', 'José María Negri', 'Lenny Zundel', 'Édgar Vivar', 'Ernesto Gómez Cruz', 'Filiberto Estrella', 'Yomo Tlazotlalli', 'Humberto Elizondo', 'Justo Martínez']",Joachim Rønning,35000000.0,10496317.0,0.2998947714285714
"['Thriller', 'Crime']",All Things To All Men,2013-04-05,2013,12.177435,19.0,4.2,"['Toby Stephens', 'Rufus Sewell', 'Gabriel Byrne', 'Leo Gregory', 'Pierre Mascolo', 'Terence Maynard', 'Julian Sands', 'Elsa Pataky', 'David Schofield', 'Neil Maskell']",George Isaac,6000000.0,0.0,0.0
['Documentary'],An Inconvenient Truth,2006-01-24,2006,6.684925,257.0,6.7,"['Al Gore', 'Billy West', 'Ronald Reagan', 'George W. Bush', 'George H. W. Bush']",Davis Guggenheim,1000000.0,46243000.0,46.243
"['Music', 'Documentary']",Won't Anybody Listen,2001-09-28,2001,0.078017,2.0,8.0,"['Frank Rogala', 'Vince Rogala', 'Robin Canada', 'Nancy Rogala', 'Katherine Turman', 'Jim Washburn']",Dov Kelemer,0.0,0.0,0.0
"['Action', 'Foreign']",Cutie Honey,2004-05-29,2004,1.131061,14.0,5.8,"['Eriko Satô', 'Mikako Ichikawa', 'Jun Murakami', 'Mitsuhiro Oikawa', 'Hairi Katagiri', 'Sie Kohinata', 'Mayumi Shintani', 'Ryo Kase', 'Ryo Iwamatsu', 'Suzuki Matsuo', 'Kyusaku Shimada', '松田龙平', 'Masaki Kyômoto', 'Hideko Yoshida', 'Toru Tezuka', 'Eisuke Sakai', 'Kumi Koda', 'Mihoko Abukawa', 'Saori Ito', 'Katsuhito Ishii', 'Yoji Tanaka', 'Makoto Kamiya', 'Takeshi Kongochi', 'Gô Nagai', 'Erika Nishikado', 'So Shikata', 'Kazuya Shimizu', 'Kotobuki Shiriagari', 'Nobuya Tamaichi', 'Hideaki Anno']",Hideaki Anno,0.0,0.0,0.0
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Frank Herbert's Dune,2000-12-03,2000,14.612842,114.0,6.7,"['William Hurt', 'Alec Newman', 'Saskia Reeves', 'Ian McNeice', 'Giancarlo Giannini', 'Julie Cox', 'Barbora Kodetová', 'Uwe Ochsenknecht', 'P.H. Moriarty', 'László I. Kish', 'Matt Keeslar', 'James Watson', 'Robert Russell', 'Laura Burton', 'Jan Unger', 'Miroslav Táborský', 'Karel Dobrý', 'Zuzana Geislerová']",John Harrison,20000000.0,0.0,0.0
"['Comedy', 'Drama', 'Romance']",Dedh Ishqiya,2014-01-10,2014,1.396518,10.0,7.0,"['Naseeruddin Shah', 'Madhuri Dixit', 'Arshad Warsi', 'Huma Qureshi', 'Vijay Raaz', 'Manoj Pahwa']",Abhishek Chaubey,0.0,0.0,0.0
"['Action', 'Crime', 'Drama']",Kaminey,2009-08-14,2009,2.089842,26.0,7.2,"['Shahid Kapoor', 'Priyanka Chopra', 'Amole Gupte', 'Deb Mukherjee']",Vishal Bhardwaj,9000000.0,18130000.0,2.0144444444444445
['Documentary'],The Anonymous People,2013-08-15,2013,0.05148,1.0,6.0,[],Greg D. Williams,0.0,0.0,0.0
"['Crime', 'Drama']",A Guide To Recognizing Your Saints,2006-09-29,2006,7.34846,98.0,6.8,"['Shia LaBeouf', 'Channing Tatum', 'Robert Downey Jr.', 'Rosario Dawson', 'Melonie Diaz', 'Chazz Palminteri', 'Olga Merediz', 'Dianne Wiest', 'Laila Liliana Garro', 'Eléonore Hendricks', 'Adam Scarimbolo', 'Federico Castelluccio', 'Chance Kelly', 'Gilbert Cruz', 'Scott Michael Campbell']",Dito Montiel,0.0,516139.0,0.0
['Family'],Quatsch und die Nasenbärbande,2014-10-13,2014,0.067739,1.0,5.0,"['Benno Fürmann', 'Fritzi Haberlandt', 'Margarita Broich', 'Samuel Finzi', 'Fabian Busch', 'Nadeshda Brennicke', 'Jule Böwe', 'Rolf Zacher', 'Udo Schenk']",Veit Helmer,0.0,0.0,0.0
"['Romance', 'Family', 'Drama']",Holidaze,2013-11-28,2013,2.212869,16.0,4.9,"['Jennie Garth', 'Cameron Mathison', 'Shadia Ali', 'Kristin Booth', 'Charlie Carrick', 'Maria del Mar', 'Conrad Coates', 'Glenda Braganza']",Jerry Ciccoritti,0.0,0.0,0.0
['Drama'],Duell der Brüder - Die Geschichte von Adidas und Puma,2016-03-25,2016,1.535711,10.0,7.4,"['Ken Duken', 'Torben Liebrecht', 'Christopher Gareisen', 'Martin Hentschel', 'David C. Bunners', 'Florian Bartholomäi', 'Nadja Becker', 'Picco von Groote']",Oliver Dommenget,0.0,0.0,0.0
"['Action', 'Animation', 'Science Fiction']",Rakuen Tsuihou - Expelled from Paradise,2014-11-15,2014,1.755072,18.0,6.4,"['Rie Kugimiya', ""Shin'ichirou Miki"", 'Hiroshi Kamiya']",Seiji Mizushima,0.0,0.0,0.0
['Documentary'],20 Seconds of Joy,2012-01-01,2012,0.085317,1.0,8.0,['Karina Hollekim'],,0.0,0.0,0.0
"['Music', 'Documentary', 'Drama', 'Comedy']",The Other F Word,2011-11-02,2011,1.083836,19.0,6.4,"['Jim Lindberg', 'Tony Adolescent', 'Art Alexakis', 'Rob Chaos', 'Chris De Wolfe', 'Joe Escalante', 'Josh Freese', 'Fat Mike', 'Flea', 'Lars Frederiksen', 'Matt Freeman', 'Jack Grisham', 'Brett Gurewitz', 'Tony Hawk', 'Greg Hetson', 'Mark Hoppus', 'Mike McDermott', 'Tim McIlrath', 'Mark Mothersbaugh', 'Duane Peters', 'Joe Sib', 'Ron Reyes', 'Rick Thorne']",Andrea Blaugrund,0.0,0.0,0.0
"['Horror', 'Science Fiction']",Komodo vs. Cobra,2005-08-19,2005,2.135274,12.0,3.1,"['Michael Paré', 'Michelle Borth', 'Ryan McTavish', 'Renee Talbert', 'Jerri Manthey', 'Ted Monte', 'Glori-Anne Gilbert', 'Rene Rivera', 'Jay Richardson', 'Rod McCary', 'Roark Critchlow', 'Paul Logan', 'Dan Golden', 'Jim Wynorski']",Jim Wynorski,450000.0,0.0,0.0
"['Drama', 'Thriller']",Pressure,2015-06-04,2015,5.176064,72.0,5.3,"['Danny Huston', 'Joe Cole', 'Alan McKenna', 'Matthew Goode', 'Ian Pirie', 'Daisy Lowe', 'Gemita Samarra', 'Richard Bitta']",Ron Scalpello,0.0,0.0,0.0
"['Mystery', 'Drama']",The Fine Art of Love: Mine Ha-Ha,2005-11-25,2005,0.894956,5.0,4.7,"['Jacqueline Bisset', 'Mary Nighy', 'Enrico Lo Verso', 'Galatea Ranzi', 'Tomáš Hanák', 'Hannah Taylor-Gordon', 'Natalia Tena', 'Anna Maguire', 'Anya Lahiri', 'Eva Grimaldi']",John Irvin,0.0,0.0,0.0
['Drama'],Dual,2013-08-22,2013,0.747844,4.0,7.9,"['Nina Rakovec', 'Mia Nielsen-Jexen', 'Branko Čakarmiš', 'Marjan Brulc', 'Olga Frank', 'Tilen Lapajne', 'Matjaž Tribušon', 'Jure Henigman', 'Branden Garrett', 'Saša Klančnik', 'Niko Novak', 'Boris Ostan', 'Tomaž Kuralt', 'Morten Seier Larsen']",Nejc Gazvoda,1000000.0,0.0,0.0
"['Thriller', 'Crime']",Small Town Murder Songs,2010-09-14,2010,1.226856,17.0,5.0,"['Peter Stormare', 'Martha Plimpton', 'Jill Hennessy', 'Ari Cohen', 'Jackie Burroughs', 'Stephen Eric McIntyre', 'Alexandria Benoit', 'Aaron Poole', 'Trent McMullen', 'Stuart Hughes', 'Ann Holloway', 'John Stead', 'Amy Rutherford', 'Alyssa Mariano', 'Heather Allin', 'Jessica Clement', 'Timm Zemanek', 'Vladimir Bondarenko', 'Kat Germain', 'Colin Burrowes', 'Herm Dick', 'Erin Brandenburg', 'Gordon Bolan', 'Alan Penner', 'Sean Eaton', 'Andrew Penner', 'Mark Snowdon', 'John Penner', 'Heidi Burrowes', 'Liam Burrowes', 'Emily Schooley']",Ed Gass-Donnelly,0.0,0.0,0.0
"['Science Fiction', 'Action', 'Fantasy']",Survivor,2014-07-22,2014,2.788535,41.0,4.9,"['Danielle Ryan Chuchran', 'Kevin Sorbo', 'Rocky Myers', 'Ruby Jones', 'Melanie Stone', 'Blake Webb', 'Abigail Mason', 'Andrew Dee Jones', 'Paul D. Hunt', 'James C. Morris', 'Braxton McAllister', 'Nicola Posener', 'Deborah Lee Douglas']",John Lyde,0.0,0.0,0.0
['Thriller'],Sanatorium,2013-10-18,2013,1.59911,13.0,5.4,"['Kate Riley', 'Don Fanelli', 'DJ Hazard', 'Megan Neuringer']",Brant Sersen,0.0,0.0,0.0
['Comedy'],Zach Galifianakis: Live at the Purple Onion,2007-03-06,2007,4.70231,24.0,7.3,"['Zach Galifianakis', 'Joe Wagner', 'Brian Unger']",Michael Blieden,0.0,0.0,0.0
"['Drama', 'Romance', 'Foreign']",Máncora,2008-09-02,2008,0.25362,6.0,5.8,"['Jason Day', 'Elsa Pataky', 'Enrique Murciano', 'Phellipe Haagensen', 'Liz Gallardo', 'Andres Arellano', 'Anahí de Cárdenas', 'Lucia Ojeda', 'Ramsay Ross', 'Angelita Velásquez']",Ricardo de Montreuil,1800000.0,0.0,0.0
"['Crime', 'Drama', 'Comedy']",Dope,2015-06-19,2015,7.948581,698.0,7.2,"['Shameik Moore', 'Kiersey Clemons', 'Tony Revolori', 'Zoë Kravitz', 'Chanel Iman', 'Rick Fox', 'Rakim Mayers', 'Blake Anderson', 'Quincy Brown', 'Forest Whitaker', 'Keith Stanfield', 'Kimberly Elise', 'Roger Guenveur Smith', 'Mimi Michaels', 'Lidia Porto', 'Michael Flores', 'Amin Joseph', 'Ashton Moio', ""De'Aundre Bonds"", 'Tyga']",Rick Famuyiwa,700000.0,17986781.0,25.69540142857143
['Documentary'],Killer at Large,2008-11-21,2008,0.249513,6.0,5.8,[],,0.0,0.0,0.0
"['Action', 'Science Fiction']",Princess Blade,2001-12-15,2001,1.287847,9.0,5.6,"['Yumiko Shaku', 'Shirô Sano', 'Yôichi Numata', 'Kyusaku Shimada', 'Yôko Chôsokabe', 'Yoko Maki', 'Naomasa Musaka', 'Yutaka Matsushige', 'Shintarou Sonooka', 'Takashi Tsukamoto', 'Hideaki Ito']",Shinsuke Sato,0.0,0.0,0.0
"['Comedy', 'Drama', 'Romance']",Triumph in the Skies,2015-02-19,2015,0.436934,4.0,3.9,"['Louis Koo', 'Sammi Cheng', 'Francis Ng', 'Julian Cheung', 'Charmaine Sheh', 'Amber Kuo', 'Oceane Zhu', 'Liu Junxiao', 'Kenneth Ma', 'Elena Kong', 'Jun Kung', 'Liao Jingsheng', 'Pinky Hui']",Wilson Yip,0.0,0.0,0.0
['Thriller'],The Calling,2014-08-05,2014,4.99324,89.0,5.6,"['Susan Sarandon', 'Gil Bellows', 'Ellen Burstyn', 'Topher Grace', 'Donald Sutherland', 'Christopher Heyerdahl', 'Ella Ballentine', 'Kristin Booth', 'Katy Breier', 'Amanda Brugel', 'Shane Daly', 'Darren Josephs', 'Courtney Lyons', 'Jane Moffat', 'Paulino Nunes', 'Kevin Parent', 'Janine Parkinson', 'Jonathan Watton', 'Ted Whittall', 'John Ralston', 'Natalie Radford', 'Alex Poch-Goldin', 'Jane Johanson', 'Joan Massiah']",Jason Stone,0.0,0.0,0.0
['Documentary'],Fittest On Earth: A Decade Of Fitness,2017-02-01,2017,0.867259,2.0,6.0,"['Matt Fraser', 'Ben Smith', 'Sara Sigmundsdottir', 'Katrin Davidsdottir', 'Tia-Clair Toomey', 'Brent Fikowski', 'Patrick Vellner', 'Josh Bridges', 'Dave Castro', 'Pat Sherwood', 'Rory McKernan', 'Tommy Marquez', 'Sean Woodland', 'Justin Bergh']",Heber Cannon,0.0,0.0,0.0
"['Crime', 'Drama', 'Thriller']",Suburra,2015-10-14,2015,9.391527,296.0,7.4,"['Pierfrancesco Favino', 'Claudio Amendola', 'Alessandro Borghi', 'Elio Germano', 'Greta Scarano', 'Giulia Elettra Gorietti', 'Adamo Dionisi', 'Giacomo Ferrara', 'Antonello Fassari', 'Jean-Hugues Anglade', 'Nazzareno Bomba', 'Marco Zangardi', 'Andrea Pennacchi', 'Pascal Zullino', 'Davide Iacopini', 'Lidia Vitale', 'Paolo Maria Scalondro', 'Simone Liberati', 'Francesco Sechi', 'Alessandro Bernardini']",Stefano Sollima,7000000.0,0.0,0.0
"['Thriller', 'Drama', 'Horror', 'Mystery']",White Skin,2004-09-17,2004,0.559559,6.0,4.6,"['Marc Paquet', 'Jessica Malka', 'Marianne Farley', 'Frédéric Pierre', 'Julie Le Breton', 'Lise Roy', 'Joujou Turenne', 'Raymond Cloutier', 'Marcel Sabourin']",Daniel Roby,0.0,0.0,0.0
['Drama'],Resurrecting the Champ,2007-06-14,2007,7.451281,62.0,5.9,"['Samuel L. Jackson', 'Josh Hartnett', 'Alan Alda', 'Teri Hatcher', 'Kathryn Morris', 'Dakota Goyo', 'Rachel Nichols', 'Nick Sandow', 'Kristen Shaw']",Rod Lurie,0.0,0.0,0.0
['Thriller'],Water's Edge,2003-10-09,2003,0.235057,1.0,5.0,"['Nathan Fillion', 'Chandra West', 'Emmanuelle Vaugier', 'Daniel Baldwin']",Harvey Kahn,0.0,0.0,0.0
['Action'],Driven,2001-04-27,2001,5.310558,180.0,4.5,"['Kip Pardue', 'Robert Sean Leonard', 'Til Schweiger', 'Estella Warren', 'Sylvester Stallone', 'Burt Reynolds', 'Stacy Edwards', 'Gina Gershon', 'Cristián de la Fuente', 'Brent Briscoe', 'Verona Pooth', 'Jasmin Wagner', 'Chip Ganassi', 'John Della Penna', 'Dan Duran', 'Renny Harlin', 'Phillip MacKenzie']",Renny Harlin,94000000.0,54744738.0,0.582390829787234
[],Rude,1995-09-08,1995,0.065827,1.0,6.0,[],Clément Virgo,0.0,0.0,0.0
